"","pincode","district_key","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"27",504311,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"28",504272,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"29",504323,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"30",504215,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"31",504346,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"32",504310,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"33",504294,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"34",504302,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"35",504206,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"36",504102,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"37",504218,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"38",504207,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"39",504209,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"40",504104,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"41",504292,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"42",504297,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"43",504219,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"44",504208,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"45",504216,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"46",504214,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"47",504105,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"48",504301,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"49",504220,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"50",504107,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"51",504303,"Adilabad","District Adilabad (01), Andhra Pradesh (28)",2488003,1250958,1237045,"19.06","1827986",NA,NA,NA,524649,5,989,962,"416511","16.74",1112189,688072,424117,52.68,64.98,40.3,1112189,46680,347433,305503,114789,254169,43564,243389,659331,1417252,168031,1123248,912287,210961,1364755,NA,154470,NA,147883,NA,73083,NA,2207843,NA,236844,NA,24392,"1.Gond etc.","200944","2.Sugalis etc.","103303","3.Kolam etc.","45437",NA,109529,NA,75254,"(M)",70381,1586,1585,1580,1585,"-","-",1521,"429","196",NA,"976","61","432",558,"814","979","544",53,39.9,7
"52",282001,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"53",283101,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"54",282003,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"55",282004,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"56",283202,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"57",283201,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"58",283102,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"59",283110,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"60",283111,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"61",282007,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"62",283105,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"63",283124,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"64",282002,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"65",283104,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
"66",283126,"Agra","District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,"31.27","2052727",NA,NA,NA,544463,7,846,865,"866","0.02",1852919,1198991,653928,62.6,74.6,48.35,1852919,93457,420294,422524,342632,428490,145320,433392,1048115,1903890,235039,984305,814102,170203,2636131,"1.Chamar etc.",593263,"2.Kori",56634,"3.Balmiki",51649,"1.Hindus",3244492,"2.Muslims",323634,"3.Jains",18463,"1.Bhotia","452","2.Generic Tribes etc.","388","3.Jaunsari","22","1.Agra (M Corp.)",1275134,"2.Agra (CB)",50968,"3.Fatehpur Sikri (MB)",28804,903,898,898,714,"283",NA,817,"225","79","10","324","39","70",396,"146","753","342",85.5,4.5,9.9
